734628.000,0.440,2123.514
229218.000,0.179,1017.985
428880.000,0.028,1862.961
1990.000,0.080,1619.836
55401.000,0.065,2611.720
346060.000,0.021,2329.217
73319.000,0.011,2104.714
346797.000,0.505,1622.717
1012191.000,0.490,1896.583
239764.000,0.086,1410.686
407178.000,0.585,2612.853
313929.000,0.060,1919.090
719362.000,0.552,2108.513
422921.000,0.479,1934.460
129480.000,0.453,1221.755
897713.000,0.440,1517.288
651800.000,0.000,1658.909
900104.000,0.114,2614.229
459533.000,0.066,2369.577
491804.000,0.000,1009.687
25827.000,0.146,1831.337
569826.000,0.423,2192.465
526370.000,0.082,2409.076
349817.000,0.549,2349.237
929952.000,0.090,2227.118
156494.000,0.003,1694.928
413282.000,0.325,2001.011
33991.000,0.034,2427.543
34111.000,0.337,2356.330
48995.000,0.184,1110.215
549267.000,0.012,1214.714
561526.000,0.102,2350.308
272346.000,0.010,2289.007
707899.000,0.000,2615.886
521721.000,0.232,2143.014
347502.000,0.319,2432.716
609922.000,0.036,2232.933
1037153.000,0.488,1847.269
499018.000,0.689,2099.471
534789.000,0.640,1826.924
252076.000,0.000,2615.843
523992.000,0.500,2613.125
992333.000,0.242,1335.493
1011531.000,0.591,1198.394
342103.000,0.220,2194.670
505905.000,0.348,2312.169
952433.000,0.000,1775.057
960906.000,0.410,1656.952
698915.000,0.020,2353.094
640950.000,0.239,2011.921
261836.000,0.667,1917.550
154215.000,0.309,2166.832
529034.000,0.155,1695.352
919227.000,0.433,1267.818
174355.000,0.564,2213.240
913510.000,0.000,1399.148
231640.000,0.335,1446.169
795344.000,0.000,1974.817
304469.000,0.050,1444.228
721639.000,0.025,2150.791
104464.000,0.152,2344.336
33194.000,0.001,1569.978
131760.000,0.025,2613.506
943987.000,0.028,1982.954
565976.000,0.430,1065.631
359682.000,0.004,1399.397
270776.000,0.673,2000.447
829352.000,0.147,2293.705
103882.000,0.441,1821.104
774953.000,0.280,1876.874
429528.000,0.049,1593.734
3310.000,0.043,2385.569
783772.000,0.094,2286.267
368413.000,0.012,2345.785
368048.000,0.030,2196.169
827314.000,0.281,2616.999
544680.000,0.555,1116.816
94556.000,0.020,1407.559
362431.000,0.177,2613.045
471832.000,0.033,1619.390
990208.000,0.543,2461.198
756823.000,0.058,2586.318
49517.000,0.013,1078.610
100612.000,0.158,1737.924
616550.000,0.025,2616.007
234500.000,0.178,1326.404
914475.000,0.625,2168.642
421144.000,0.135,1731.337
209917.000,0.693,1231.045
956218.000,0.643,2177.672
178744.000,0.143,2257.508
252054.000,0.115,1792.697
1036477.000,0.027,1140.700
979683.000,0.006,2613.950
493226.000,0.178,1257.948
80347.000,0.034,2038.908
980156.000,0.023,2176.524
107815.000,0.670,1874.244
50950.000,0.166,2289.830
167461.000,0.107,2236.959
537267.000,0.034,1902.818
494427.000,0.020,2612.708
719485.000,0.472,1348.224
781918.000,0.016,1218.156
630963.000,0.391,1237.622
809148.000,0.003,2022.904
609854.000,0.695,2346.961
388579.000,0.158,2606.545
1003638.000,0.023,2099.403
800090.000,0.062,2396.784
569662.000,0.359,2360.091
138926.000,0.331,1340.440
790001.000,0.164,1830.916
394492.000,0.100,1830.613
402554.000,0.602,1655.644
262467.000,0.011,1157.519
902056.000,0.222,2448.156
542388.000,0.023,1824.923
455988.000,0.004,1837.642
438780.000,0.216,1776.615
1027028.000,0.051,2351.508
448443.000,0.024,2612.135
29298.000,0.087,2612.437
624382.000,0.605,1722.031
236070.000,0.142,1577.654
90254.000,0.243,2439.934
718736.000,0.719,2089.781
539307.000,0.007,2103.510
1037879.000,0.061,1365.839
41850.000,0.028,2470.852
595661.000,0.256,1335.507
463859.000,0.092,1173.235
78605.000,0.099,1935.750
684140.000,0.037,2613.870
172687.000,0.055,2511.548
510801.000,0.062,1435.246
534864.000,0.859,2232.620
769975.000,0.001,1162.062
426512.000,0.497,1273.530
247790.000,0.039,1893.096
885494.000,0.063,1004.390
131021.000,0.787,1215.333
31446.000,0.360,2381.329
40765.000,0.875,1591.840
308970.000,0.070,1113.050
686405.000,0.000,1391.782
783128.000,0.239,1239.371
905969.000,0.002,1710.514
287138.000,0.066,1608.006
143054.000,0.628,2085.781
857554.000,0.795,1686.121
978040.000,0.624,2614.443
623233.000,0.539,2309.921
602142.000,0.002,2025.309
274403.000,0.019,2337.043
85901.000,0.637,1398.525
808953.000,0.000,2357.620
426496.000,0.000,1136.358
891043.000,0.006,2613.329
1023.000,0.732,1282.210
34566.000,0.078,2236.182
197629.000,0.000,1301.503
245297.000,0.725,1830.070
