931205.000,0.073,2223.598
300504.000,0.214,1593.261
156507.000,0.468,2203.012
454926.000,0.027,2491.589
875363.000,0.248,2498.082
1020288.000,0.090,2069.325
760398.000,0.008,2612.516
525346.000,0.873,1148.859
58601.000,0.124,2274.085
522853.000,0.090,2613.196
287035.000,0.140,1111.952
808317.000,0.556,2313.061
682694.000,0.004,2182.521
878399.000,0.000,2465.203
1036311.000,0.013,1686.092
934277.000,0.433,2148.692
728143.000,0.269,1611.979
371699.000,0.045,1816.866
354704.000,0.041,2612.795
6571.000,0.037,1126.427
285027.000,0.017,2302.557
394583.000,0.129,2361.358
562490.000,0.305,1716.809
85376.000,0.262,1328.547
179137.000,0.020,1004.170
646054.000,0.000,1799.713
457130.000,0.000,2613.198
773637.000,0.026,1123.816
990353.000,0.129,2615.317
511116.000,0.114,2091.795
197284.000,0.528,1325.900
135185.000,0.182,2255.154
828471.000,0.341,2288.006
873572.000,0.179,2326.699
101404.000,0.085,1130.321
379508.000,0.000,2316.381
76205.000,0.024,2301.792
548327.000,0.718,1315.855
51991.000,0.007,2108.217
897863.000,0.019,1358.064
458874.000,0.000,2615.172
271026.000,0.036,2427.986
510820.000,0.043,2613.243
400059.000,0.261,1388.740
846858.000,0.041,2614.958
490178.000,0.566,1692.793
297292.000,0.155,1200.972
351293.000,0.039,2375.818
397828.000,0.388,1359.182
475099.000,0.692,2615.188
875624.000,0.510,1055.137
541475.000,0.013,1179.706
772180.000,0.152,1678.481
291555.000,0.014,1980.429
951854.000,0.069,1882.107
745771.000,0.000,1628.579
765536.000,0.049,1100.372
752633.000,0.176,1593.239
647362.000,0.037,1856.900
425774.000,0.101,2363.904
800304.000,0.006,2613.561
880534.000,0.430,1961.345
991216.000,0.434,2306.952
912239.000,0.122,1865.729
605684.000,0.008,2125.427
989801.000,0.040,2613.495
905423.000,0.396,2099.070
526289.000,0.252,1772.456
197330.000,0.045,2910.742
663268.000,0.005,1388.409
385691.000,0.014,2613.955
546996.000,0.000,1696.698
53843.000,0.002,1598.362
433817.000,0.072,1661.174
309511.000,0.784,2346.877
873333.000,0.836,1651.249
897794.000,0.454,2295.527
320373.000,0.243,2218.559
8553.000,0.820,1451.929
861368.000,0.026,2612.244
576164.000,0.073,1968.791
511459.000,0.803,1547.163
360892.000,0.505,1478.732
384812.000,0.012,1180.153
1038269.000,0.089,2279.984
811419.000,0.035,2105.198
99466.000,0.495,2090.873
501930.000,0.069,2103.537
509187.000,0.016,1139.376
627782.000,0.066,1437.199
68947.000,0.024,2122.570
294134.000,0.302,2313.488
536317.000,0.065,1616.116
88755.000,0.038,2064.344
306004.000,0.194,2262.631
199462.000,0.000,1750.052
927052.000,0.502,1858.140
598763.000,0.001,1927.898
223211.000,0.531,2277.069
247915.000,0.652,1079.800
447823.000,0.560,1501.390
656093.000,0.077,1355.956
153437.000,0.736,2277.816
201409.000,0.022,2611.406
679649.000,0.039,1326.134
377051.000,0.023,2614.875
975555.000,0.400,1515.269
21652.000,0.033,2356.394
712423.000,0.018,1678.424
948494.000,0.305,1086.923
802505.000,0.596,1217.265
521404.000,0.043,1620.562
645252.000,0.082,1884.817
191496.000,0.050,2178.465
1014918.000,0.003,2102.272
852084.000,0.023,2463.078
1035572.000,0.000,1936.006
524121.000,0.254,1235.386
1038486.000,0.145,1096.705
17812.000,0.021,2277.383
382654.000,0.563,2359.592
17257.000,0.803,2113.761
734860.000,0.074,2082.132
121978.000,0.420,1790.878
574755.000,0.053,1054.928
513596.000,0.202,1898.137
432347.000,0.040,2614.665
611599.000,0.066,1912.001
898397.000,0.052,2424.907
214209.000,0.054,2463.330
529465.000,0.393,2172.681
474036.000,0.053,2234.200
1023299.000,0.062,2190.274
