43866.000,0.025,2613.875
689667.000,0.257,1166.904
383283.000,0.002,2129.717
644063.000,0.058,2386.961
759105.000,0.509,1044.460
195245.000,0.005,1158.520
616709.000,0.433,1392.998
343923.000,0.456,2066.762
375338.000,0.002,1521.873
80694.000,0.203,2615.790
802293.000,0.007,2614.475
877213.000,0.298,1250.443
335991.000,0.646,1369.227
214405.000,0.001,1356.999
2592.000,0.010,2114.991
922084.000,0.018,1283.398
967187.000,0.318,1326.091
330549.000,0.003,1619.683
425862.000,0.014,2316.781
5264.000,0.133,2172.632
463077.000,0.009,1798.554
240767.000,0.010,1582.865
761939.000,0.368,2241.805
642388.000,0.147,2459.723
509652.000,0.257,2071.268
324806.000,0.330,1936.053
278309.000,0.042,2402.010
291454.000,0.189,1552.997
150235.000,0.132,2168.334
298702.000,0.304,2399.558
289674.000,0.033,2614.175
580905.000,0.037,2137.444
586778.000,0.080,2317.904
179277.000,0.042,2614.125
802567.000,0.084,2433.812
591215.000,0.064,2396.333
912426.000,0.016,2614.271
92650.000,0.170,1173.271
417503.000,0.000,1098.079
908602.000,0.018,2327.584
1016417.000,0.007,2512.592
14558.000,0.044,2316.113
300896.000,0.017,2098.114
411613.000,0.031,2613.699
964714.000,0.068,1686.473
554145.000,0.057,2322.914
445655.000,0.756,1355.399
409134.000,0.048,1953.473
601634.000,0.063,2614.403
358482.000,0.261,1696.756
591052.000,0.690,1365.542
362963.000,0.092,1331.236
764501.000,0.613,1006.592
627346.000,0.723,1399.204
547105.000,0.016,2613.381
161374.000,0.076,1344.949
210736.000,0.019,2450.298
913184.000,0.860,1100.070
886089.000,0.094,1160.619
989557.000,0.018,2614.243
23837.000,0.706,2111.426
676312.000,0.102,1702.141
882639.000,0.046,1299.194
197846.000,0.002,2612.047
772986.000,0.049,1524.158
166662.000,0.033,2094.100
968936.000,0.030,2421.939
549766.000,0.030,2045.091
527867.000,0.469,1850.926
72815.000,0.155,2613.501
926385.000,0.020,1093.056
458047.000,0.094,2613.128
867032.000,0.641,2341.812
1009612.000,0.007,1851.382
61265.000,0.009,1966.284
1004954.000,0.650,2198.398
416657.000,0.000,1946.971
691042.000,0.080,2613.912
38225.000,0.014,2677.295
504350.000,0.477,2048.256
140715.000,0.226,1301.432
612878.000,0.030,1464.749
62778.000,0.058,1534.169
534792.000,0.857,2067.611
453156.000,0.398,2409.839
718088.000,0.476,1168.460
539683.000,0.006,2104.534
938200.000,0.668,1239.825
346273.000,0.089,2155.232
484334.000,0.023,1731.304
998993.000,0.166,1029.372
577216.000,0.576,1145.993
308368.000,0.153,1297.141
1057.000,0.088,2284.002
917668.000,0.629,2237.755
658450.000,0.430,2616.234
556023.000,0.584,2296.914
580622.000,0.605,1917.095
3358.000,0.135,1028.835
955610.000,0.138,2250.148
362957.000,0.054,1664.436
757036.000,0.078,2614.539
898502.000,0.008,2415.020
453361.000,0.022,2192.817
1039449.000,0.504,1857.792
525737.000,0.591,1689.439
336601.000,0.046,1249.609
458235.000,0.034,1418.933
765120.000,0.013,2613.776
128072.000,0.256,1822.101
619141.000,0.228,2363.196
252109.000,0.000,2604.038
308105.000,0.078,2261.556
139181.000,0.098,2408.545
496611.000,0.049,1875.971
591789.000,0.344,2333.067
549836.000,0.019,2148.994
812406.000,0.000,1106.863
197782.000,0.009,1923.605
862077.000,0.020,2263.615
873704.000,0.109,2240.570
550118.000,0.156,2319.174
107164.000,0.060,2113.314
481699.000,0.340,1591.753
363012.000,0.066,2278.992
818650.000,0.025,1151.869
541933.000,0.357,2241.340
872226.000,0.096,1760.112
20942.000,0.399,2283.819
367926.000,0.088,2139.636
616415.000,0.421,1611.545
715463.000,0.397,2194.090
135301.000,0.001,2615.107
682234.000,0.271,1144.439
914680.000,0.321,2240.550
910752.000,0.549,1345.699
689475.000,0.477,1298.688
31444.000,0.568,1837.914
477650.000,0.804,2612.951
522340.000,0.128,2347.979
159303.000,0.078,1557.820
372410.000,0.282,1568.858
948081.000,0.783,2087.267
130560.000,0.054,1359.827
659594.000,0.051,1619.747
249966.000,0.335,1393.930
298018.000,0.031,2613.868
428601.000,0.021,1001.328
831056.000,0.034,1157.647
1028148.000,0.284,2612.959
923892.000,0.654,1179.267
820883.000,0.003,1282.367
1008580.000,0.043,2087.431
36757.000,0.879,2255.079
484549.000,0.018,2376.281
1026239.000,0.230,2370.604
248446.000,0.032,1978.823
124713.000,0.062,1097.720
127905.000,0.500,1249.232
39774.000,0.020,2613.717
927991.000,0.157,1601.902
213983.000,0.027,1806.282
343536.000,0.681,1698.987
705262.000,0.001,2614.636
924224.000,0.695,2181.216
920897.000,0.390,1798.390
355465.000,0.646,1375.845
444700.000,0.207,2337.165
187992.000,0.001,1594.759
918539.000,0.167,1282.221
542692.000,0.371,1844.100
976392.000,0.500,1546.467
492550.000,0.583,1137.226
885178.000,0.069,2615.577
186898.000,0.021,2104.890
927745.000,0.063,2214.177
767070.000,0.232,2294.580
792792.000,0.001,2354.429
296067.000,0.017,1498.151
24940.000,0.022,2256.349
671053.000,0.161,2310.144
933749.000,0.506,2156.610
707787.000,0.654,2391.659
122517.000,0.109,1131.597
319246.000,0.024,2551.987
92689.000,0.552,2142.389
844231.000,0.041,2341.893
500719.000,0.331,2133.520
42638.000,0.296,2137.333
787773.000,0.040,2420.884
59183.000,0.007,1482.779
510106.000,0.019,2386.157
193013.000,0.582,1306.518
62756.000,0.687,1277.729
179014.000,0.005,1967.282
638555.000,0.722,1855.690
241589.000,0.138,2614.260
826036.000,0.063,1365.664
309426.000,0.048,2365.332
264856.000,0.045,2296.753
673817.000,0.004,1248.765
1022177.000,0.410,1782.040
364024.000,0.052,1831.684
389676.000,0.463,1154.331
224307.000,0.088,1064.329
834355.000,0.004,2613.748
912607.000,0.049,2615.579
294631.000,0.683,1940.265
252093.000,0.210,1948.806
890772.000,0.153,1067.586
410881.000,0.525,1512.341
764285.000,0.214,1263.840
367965.000,0.001,2613.461
103265.000,0.139,1508.906
532280.000,0.048,1304.166
